Date,Open,High,Low,Close,Volume,Ci1,Ci2,Ci3,Ci4,Ci5,Ci6,Ci7
2015-07-06,21.7614994,21.98649979,21.6760006,21.80200005,38064000,6.0,,8.0,10.0,3.0,9.0,
2015-07-07,21.7840004,21.8864994,21.2784996,21.83600044,69084000,6.0,5.0,6.0,6.0,9.0,5.0,5.0
2015-07-08,21.71750069,21.79949951,21.44149971,21.48500061,47662000,,2.0,3.0,2.0,1.0,2.0,
2015-07-09,21.74500084,21.93600082,21.70750046,21.71949959,45428000,,4.0,4.0,3.0,3.0,3.0,3.0
2015-07-10,22.02449989,22.23600006,21.95000076,22.17550087,48020000,10.0,12.0,10.0,4.0,12.0,12.0,
2015-07-13,22.41449928,22.89349937,22.37700081,22.7784996,79136000,18.0,18.0,,18.0,18.0,,
2015-07-14,23.11599922,23.47999954,22.90800095,23.2784996,94724000,21.0,,12.0,18.0,12.0,,21.0
2015-07-15,23.15200043,23.23500061,23.01000023,23.05949974,59748000,,,9.0,9.0,,18.0,
2015-07-16,23.27499962,23.79400063,23.23999977,23.77400017,81912000,6.0,6.0,6.0,6.0,12.0,6.0,6.0
2015-07-17,23.88500023,24.27099991,23.86249924,24.15049934,98644000,3.0,3.0,8.0,6.0,3.0,4.0,3.0
2015-07-20,24.62849998,24.65999985,24.27000046,24.40500069,95050000,,5.0,,3.0,2.0,4.0,
2015-07-21,24.39500046,24.44400024,24.12750053,24.39999962,63636000,,3.0,2.0,2.0,2.0,5.0,
2015-07-22,24.29949951,24.625,24.24500084,24.41349983,62298000,4.0,2.0,4.0,6.0,8.0,2.0,2.0
2015-07-23,24.58300018,24.58300018,23.78499985,24.10899925,187488000,,2.0,3.0,2.0,1.0,2.0,
2015-07-24,28.94949913,29.0284996,26.46750069,26.47100067,438188000,9.0,12.0,6.0,8.0,9.0,8.0,
2015-07-27,26.38750076,27.24749947,26.32999992,26.57049942,149820000,6.0,3.0,4.0,3.0,6.0,,
2015-07-28,26.79999924,26.81949997,26.15600014,26.30150032,105462000,4.0,4.0,3.0,5.0,,8.0,
2015-07-29,26.54599953,26.64850044,26.25099945,26.45000076,75052000,3.0,4.0,3.0,6.0,8.0,3.0,3.0
2015-07-30,26.38249969,26.95999908,26.21450043,26.83799934,74862000,3.0,3.0,12.0,6.0,4.0,4.0,4.0
2015-07-31,26.9545002,27.1420002,26.72599983,26.80750084,60512000,,7.0,,2.0,2.0,3.0,
2015-08-03,26.87249947,27.02199936,26.46800041,26.75149918,60284000,,3.0,2.0,2.0,,7.0,
2015-08-04,26.48450089,26.84749985,26.45800018,26.59499931,58692000,2.0,2.0,2.0,3.0,6.0,3.0,
2015-08-05,26.94000053,26.95700073,26.70599937,26.85050011,57788000,5.0,5.0,9.0,6.0,6.0,5.0,6.0
2015-08-06,26.96500015,27.13699913,26.37599945,26.47299957,76410000,,6.0,2.0,4.0,4.0,,
2015-08-07,26.45800018,26.47299957,25.91049957,26.13100052,79384000,5.0,6.0,6.0,5.0,,6.0,6.0
2015-08-10,26.4260006,26.61400032,26.14999962,26.20000076,52318000,7.0,12.0,7.0,,8.0,8.0,8.0
2015-08-11,26.18250084,26.4489994,26.10000038,26.37299919,53532000,12.0,12.0,,6.0,6.0,6.0,6.0
2015-08-12,26.1875,26.375,25.65299988,26.2954998,79246000,,,3.0,3.0,3.0,,9.0
2015-08-13,26.36849976,26.7329998,26.27449989,26.4829998,57904000,,8.0,15.0,15.0,,20.0,18.0
2015-08-14,26.41250038,26.70549965,26.41250038,26.57600021,39896000,4.0,12.0,12.0,,10.0,12.0,10.0
2015-08-17,26.56450081,26.93700027,26.3560009,26.76099968,51634000,8.0,8.0,,6.0,6.0,6.0,6.0
2015-08-18,26.75200081,26.97450066,26.64999962,26.75099945,41426000,,,5.0,,2.0,3.0,
2015-08-19,26.68700027,26.86249924,26.45000076,26.64599991,46480000,3.0,5.0,3.0,4.0,3.0,8.0,
2015-08-20,26.51950073,26.66250038,25.78849983,25.78899956,88160000,,2.0,1.0,2.0,3.0,2.0,
2015-08-21,25.36800003,25.61650085,24.7234993,24.7234993,134130000,1.0,1.0,2.0,3.0,2.0,1.0,
2015-08-24,23.17900085,23.82900047,22.54999924,23.1685009,201952000,,1.0,1.0,2.0,1.0,1.0,
2015-08-25,24.37450027,24.47200012,23.3125,23.31850052,113586000,,5.0,6.0,4.0,4.0,4.0,3.0
2015-08-26,24.20100021,25.18600082,23.93799973,25.03849983,127172000,,15.0,6.0,9.0,12.0,,
2015-08-27,25.68549919,26.1345005,25.36300087,25.9185009,122290000,18.0,8.0,12.0,20.0,12.0,,18.0
2015-08-28,25.875,26.07500076,25.65200043,25.90049934,54934000,6.0,,12.0,9.0,,15.0,
2015-08-31,25.8220005,25.97050095,25.45350075,25.64450073,60046000,3.0,4.0,4.0,3.0,8.0,6.0,
2015-09-01,24.95700073,25.5,24.67149925,24.82699966,77290000,1.0,1.0,2.0,3.0,2.0,1.0,
2015-09-02,25.25449944,25.54299927,24.88599968,25.52750015,74142000,,2.0,4.0,4.0,2.0,2.0,2.0
2015-09-03,25.72500038,25.79199982,25.12849998,25.23600006,62994000,,5.0,2.0,2.0,2.0,3.0,
2015-09-04,24.88249969,25.14249992,24.78199959,24.95000076,53850000,,6.0,4.0,4.0,,5.0,5.0
2015-09-08,25.43449974,25.91749954,25.42550087,25.87700081,76214000,10.0,12.0,10.0,,12.0,12.0,4.0
2015-09-09,26.20000076,26.49749947,25.75300026,25.84449959,87414000,8.0,8.0,,6.0,6.0,4.0,
2015-09-10,25.75749969,26.30649948,25.73900032,26.11199951,51520000,,4.0,6.0,6.0,,8.0,8.0
2015-09-11,26.05349922,26.47200012,26.03050041,26.47200012,64558000,8.0,16.0,16.0,,16.0,12.0,12.0
2015-09-14,26.47200012,26.62249947,25.92900085,26.06900024,62604000,7.0,7.0,,4.0,4.0,6.0,
2015-09-15,26.16250038,26.39599991,25.86000061,26.11849976,57318000,,6.0,4.0,4.0,,7.0,7.0
2015-09-16,26.09900093,26.41500092,25.9260006,26.36949921,45056000,12.0,12.0,12.0,,12.0,12.0,12.0
2015-09-17,26.34900093,27.3484993,26.32850075,26.94350052,83390000,12.0,12.0,,6.0,6.0,6.0,6.0
2015-09-18,26.7310009,27.31200027,26.56749916,27.01300049,123202000,,,,,,,
2015-09-21,27.21649933,27.48900032,26.97949982,27.41950035,65666000,4.0,9.0,9.0,9.0,,13.0,18.0
2015-09-22,26.98550034,27.17749977,26.63299942,26.92000008,76834000,6.0,6.0,6.0,,6.0,12.0,
2015-09-23,26.91500092,27.06049919,26.70000076,26.80349922,44752000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2015-09-24,26.52750015,26.72800064,26.14349937,26.6875,70020000,,12.0,6.0,,6.0,6.0,6.0
2015-09-25,27.12849998,27.13999939,26.06999969,26.21249962,80620000,7.0,7.0,,4.0,4.0,6.0,
2015-09-28,26.00099945,26.01399994,24.71649933,25.20299911,108690000,,3.0,2.0,2.0,,7.0,
2015-09-29,25.29999924,25.5739994,24.52499962,24.80349922,89150000,4.0,4.0,4.0,6.0,12.0,3.0,3.0
2015-09-30,25.27199936,25.63999939,25.08349991,25.59449959,80094000,6.0,6.0,12.0,6.0,6.0,6.0,6.0
2015-10-01,25.54999924,26.04000092,25.29999924,26.0359993,75370000,,15.0,,9.0,12.0,,6.0
2015-10-02,25.64949989,26.62999916,25.40500069,26.62700081,91956000,18.0,,12.0,22.0,,8.0,8.0
2015-10-05,26.84950066,27.2954998,26.79999924,27.18400002,67828000,,,20.0,,15.0,8.0,15.0
2015-10-06,27.27499962,27.57500076,26.66650009,26.87400055,90056000,,8.0,,8.0,3.0,9.0,
2015-10-07,27.08950043,27.10000038,26.45000076,27.09700012,76242000,,6.0,3.0,4.0,3.0,5.0,5.0
2015-10-08,26.83550072,26.96949959,25.99449921,26.65800095,93528000,6.0,3.0,6.0,3.0,4.0,8.0,
2015-10-09,26.72400093,27.08950043,26.51350021,26.98999977,70748000,,4.0,4.0,3.0,3.0,3.0,3.0
2015-10-12,26.99799919,27.54100037,26.98999977,27.5095005,55522000,,12.0,7.0,,8.0,8.0,3.0
2015-10-13,27.31299973,27.65999985,27.15500069,27.44499969,58760000,8.0,8.0,,6.0,6.0,4.0,
2015-10-14,27.56699944,27.61249924,26.98399925,27.24150085,71642000,,3.0,2.0,2.0,,7.0,
2015-10-15,27.38750076,28.14999962,27.35000038,28.12199974,98740000,9.0,10.0,10.0,4.0,14.0,7.0,12.0
2015-10-16,28.26350021,28.54700089,28.01549911,28.53800011,86316000,8.0,8.0,4.0,6.0,6.0,6.0,6.0
2015-10-19,28.53800011,28.95000076,28.36899948,28.65749931,87508000,,3.0,,6.0,,3.0,
2015-10-20,28.60000038,28.64999962,27.76399994,28.04400063,86924000,4.0,3.0,5.0,3.0,3.0,8.0,
2015-10-21,28.19350052,28.26250076,27.62599945,27.78849983,66872000,4.0,2.0,4.0,6.0,8.0,2.0,2.0
2015-10-22,28.13500023,28.45750046,27.83349991,28.19549942,155588000,,3.0,6.0,3.0,2.0,2.0,2.0
2015-10-23,30.88400078,30.97249985,29.76799965,29.95149994,213854000,,18.0,,6.0,6.0,6.0,
2015-10-26,30.11499977,30.49250031,29.81450081,30.43050003,85394000,18.0,,12.0,12.0,12.0,,18.0
2015-10-27,30.43000031,30.73550034,30.2765007,30.55050087,75742000,,6.0,6.0,6.0,,18.0,
2015-10-28,30.61499977,30.86149979,30.47500038,30.85499954,78524000,4.0,4.0,4.0,6.0,12.0,3.0,3.0
2015-10-29,30.88500023,31.37700081,30.76950073,31.32749939,77920000,3.0,3.0,12.0,6.0,4.0,4.0,4.0
2015-10-30,31.30050087,31.5359993,31.26399994,31.29500008,77488000,,7.0,,2.0,2.0,3.0,
2015-11-02,31.35650063,31.43149948,31.02050018,31.41749954,56330000,,6.0,4.0,4.0,,7.0,7.0
2015-11-03,31.47649956,31.49449921,31.10000038,31.26549911,64938000,6.0,6.0,6.0,,6.0,12.0,
2015-11-04,31.38800049,32.29650116,31.36750031,32.04750061,96810000,8.0,8.0,4.0,6.0,6.0,6.0,6.0
2015-11-05,32.35499954,32.84999847,32.15449905,32.78250122,94476000,,4.0,3.0,,10.0,,3.0
2015-11-06,32.75,33.11299896,32.59999847,32.96849823,81844000,3.0,3.0,,10.0,,4.0,
2015-11-09,32.93249893,33.09799957,32.39250183,32.7745018,80976000,4.0,3.0,5.0,3.0,3.0,8.0,
2015-11-10,32.55049896,33.0,32.36299896,32.98400116,69790000,4.0,2.0,4.0,6.0,8.0,2.0,2.0
2015-11-11,33.16249847,33.79800034,33.16249847,33.66249847,107746000,,6.0,8.0,3.0,4.0,4.0,3.0
2015-11-12,33.65000153,33.7820015,33.21099854,33.27999878,85694000,,8.0,,4.0,4.0,,
2015-11-13,33.17850113,33.34999847,32.02249908,32.11750031,125222000,5.0,3.0,4.0,4.0,,8.0,
2015-11-16,32.04600143,32.49950027,31.11450005,32.39049911,148718000,4.0,4.0,4.0,6.0,12.0,3.0,3.0
2015-11-17,32.53250122,32.66249847,32.04999924,32.16500092,86404000,5.0,5.0,9.0,6.0,5.0,6.0,6.0
2015-11-18,32.32550049,33.24399948,32.31850052,33.17699814,89396000,,15.0,,12.0,9.0,6.0,
2015-11-19,33.24950027,33.64300156,32.95000076,33.06349945,94104000,10.0,,10.0,6.0,6.0,,
2015-11-20,33.39699936,33.44350052,32.87850189,33.42250061,77922000,4.0,10.0,9.0,10.0,,11.0,14.0
2015-11-23,33.57500076,34.13850021,33.50600052,33.94950104,87702000,7.0,12.0,7.0,,8.0,8.0,8.0
2015-11-24,33.70700073,33.79000092,33.0605011,33.55749893,90868000,7.0,7.0,,4.0,4.0,6.0,
2015-11-25,33.75,33.98500061,33.56200027,33.76699829,53958000,,6.0,4.0,4.0,,7.0,7.0
2015-11-27,34.04000092,34.04949951,33.60499954,33.6629982,39336000,6.0,6.0,6.0,,6.0,12.0,
2015-11-30,33.79499817,34.0644989,33.22999954,33.24000168,113864000,3.0,3.0,3.0,3.0,4.0,4.0,
2015-12-01,33.6875,34.04999924,33.39300156,33.95299911,95024000,,9.0,5.0,3.0,8.0,6.0,3.0
2015-12-02,34.04999924,34.24100113,33.71250153,33.80049896,85470000,6.0,6.0,3.0,6.0,5.0,4.0,
2015-12-03,33.97200012,34.13949966,33.07400131,33.3125,101294000,,4.0,2.0,3.0,,5.0,
2015-12-04,33.29999924,33.73899841,33.06999969,33.63199997,90696000,5.0,8.0,5.0,4.0,8.0,4.0,8.0
2015-12-07,33.73699951,33.77299881,33.02500153,33.49150085,74656000,5.0,5.0,3.0,4.0,3.0,6.0,
2015-12-08,33.15650177,33.99950027,32.98949814,33.86650085,73038000,,6.0,3.0,7.0,,7.0,3.0
2015-12-09,33.90000153,33.95000076,32.7840004,33.23949814,103164000,4.0,3.0,7.0,,6.0,4.0,
2015-12-10,33.27949905,33.42649841,32.97800064,33.11600113,69110000,6.0,5.0,6.0,5.0,4.0,6.0,6.0
2015-12-11,32.56150055,32.89400101,31.9810009,32.00749969,109488000,,6.0,3.0,,3.0,6.0,
2015-12-14,32.08750153,32.92950058,31.76350021,32.89550018,86594000,8.0,8.0,4.0,6.0,6.0,6.0,6.0
2015-12-15,33.25149918,33.57500076,32.86750031,32.93199921,95068000,,4.0,3.0,,10.0,,3.0
2015-12-16,33.1780014,33.86750031,32.9659996,33.78850174,79290000,4.0,4.0,,16.0,,4.0,4.0
2015-12-17,34.0,34.125,33.53250122,33.53250122,73632000,3.0,,10.0,,3.0,4.0,
2015-12-18,33.43249893,33.84199905,33.20650101,33.20700073,136826000,3.0,5.0,3.0,4.0,3.0,8.0,
2015-12-21,33.42499924,33.49499893,32.94649887,33.2254982,65018000,,8.0,4.0,3.0,6.0,3.0,6.0
2015-12-22,33.34149933,33.42449951,32.96300125,33.15750122,53356000,8.0,8.0,4.0,6.0,6.0,6.0,6.0
2015-12-23,33.32500076,33.33000183,32.83150101,33.18500137,54458000,,4.0,,10.0,,3.0,3.0
2015-12-24,33.16749954,33.23400116,33.02999878,33.13949966,21824000,4.0,,13.0,8.0,9.0,4.0,16.0
2015-12-28,33.27799988,33.77500153,33.27500153,33.75999832,75672000,,18.0,8.0,12.0,8.0,18.0,
2015-12-29,33.89899826,34.8219986,33.89450073,34.69850159,114700000,18.0,8.0,12.0,8.0,18.0,,
2015-12-30,34.5945015,34.7745018,34.31900024,34.45349884,70380000,6.0,6.0,,12.0,,,
2015-12-31,34.30400085,34.38750076,33.79449844,33.79449844,74992000,6.0,3.0,6.0,3.0,,10.0,
2016-01-04,32.8144989,32.88600159,31.37549973,31.84950066,186290000,2.0,2.0,2.0,3.0,6.0,3.0,
2016-01-05,32.3429985,32.34550095,31.38249969,31.68950081,116452000,1.0,1.0,4.0,4.0,4.0,1.0,1.0
2016-01-06,31.10000038,31.98950005,31.01549911,31.63249969,106584000,,3.0,6.0,3.0,2.0,2.0,2.0
2016-01-07,31.09000015,31.5,30.26049995,30.39699936,141498000,,7.0,,2.0,2.0,3.0,
2016-01-08,30.9829998,31.20700073,30.29999924,30.35250092,110258000,,4.0,6.0,6.0,,8.0,8.0
2016-01-11,30.62400055,30.99250031,29.92849922,30.88699913,97832000,8.0,16.0,16.0,,16.0,12.0,12.0
2016-01-12,31.26250076,31.29949951,30.61199951,30.89450073,94482000,8.0,8.0,,6.0,6.0,6.0,6.0
2016-01-13,31.04400063,31.04400063,28.95800018,29.09049988,153104000,,,4.0,4.0,,8.0,
2016-01-14,29.01250076,30.11249924,28.49399948,29.64999962,144760000,6.0,6.0,6.0,6.0,12.0,6.0,6.0
2016-01-15,28.61199951,29.2310009,28.26499939,28.50900078,155690000,2.0,2.0,6.0,4.0,2.0,4.0,
2016-01-19,28.85449982,29.20000076,28.32250023,28.72400093,96144000,,6.0,3.0,4.0,3.0,4.0,4.0
2016-01-20,28.21800041,28.92250061,27.35899925,28.58849907,159328000,,4.0,6.0,,7.0,3.0,4.0
2016-01-21,28.67900085,29.44050026,28.4109993,28.75099945,99044000,4.0,11.0,,11.0,4.0,6.0,6.0
2016-01-22,29.43650055,30.00499916,29.20549965,29.81900024,102402000,,,12.0,,6.0,6.0,
2016-01-25,29.89949989,30.42499924,29.72800064,29.82649994,87922000,,12.0,,6.0,6.0,,
2016-01-26,30.17250061,30.22500038,29.5189991,30.0625,75314000,6.0,6.0,6.0,6.0,,8.0,8.0
2016-01-27,30.09950066,30.16950035,28.93899918,29.16749954,103058000,6.0,6.0,6.0,,6.0,12.0,
2016-01-28,30.4185009,31.90299988,29.87750053,31.76749992,280304000,8.0,8.0,4.0,6.0,6.0,6.0,6.0
2016-01-29,28.59900093,29.64999962,28.5,29.35000038,293552000,,3.0,2.0,,5.0,,
2016-02-01,28.90749931,29.09000015,28.51549911,28.7404995,127102000,6.0,6.0,6.0,6.0,,8.0,8.0
2016-02-02,28.5,28.57799911,27.50449944,27.60499954,126240000,5.0,8.0,5.0,,5.0,8.0,5.0
2016-02-03,27.67499924,27.79999924,26.09499931,26.55349922,200974000,8.0,8.0,,6.0,6.0,6.0,6.0
2016-02-04,26.25,26.94949913,25.96100044,26.81299973,123982000,,,9.0,,3.0,3.0,3.0
2016-02-05,26.4640007,26.47249985,24.95949936,25.10650063,194178000,,10.0,,3.0,3.0,4.0,
2016-02-08,24.32349968,24.67499924,23.76049995,24.40500069,196510000,,6.0,4.0,4.0,,7.0,7.0
2016-02-09,23.90049934,24.91900063,23.70000076,24.10350037,141558000,12.0,12.0,12.0,,12.0,12.0,12.0
2016-02-10,24.58799934,25.2329998,24.29999924,24.52400017,135724000,12.0,12.0,,6.0,6.0,6.0,6.0
2016-02-11,24.55850029,25.46500015,24.20000076,25.19099998,147948000,,,,,,,
2016-02-12,25.53499985,25.83749962,25.07449913,25.35400009,107696000,,,8.0,8.0,8.0,,24.0
2016-02-16,25.97400093,26.22249985,25.58300018,26.05500031,102370000,,8.0,15.0,15.0,,20.0,18.0
2016-02-17,26.43700027,26.87400055,25.96949959,26.70499992,96480000,4.0,12.0,12.0,,10.0,12.0,10.0
2016-02-18,27.05949974,27.05999947,26.18650055,26.25,94700000,5.0,5.0,,4.0,4.0,6.0,
2016-02-19,26.03549957,26.79750061,25.76749992,26.74500084,99494000,,6.0,3.0,4.0,3.0,5.0,5.0
2016-02-22,27.11000061,28.03249931,27.05400085,27.97500038,111332000,12.0,4.0,12.0,4.0,8.0,8.0,8.0
2016-02-23,27.77750015,27.84550095,27.26650047,27.64699936,81016000,,7.0,,2.0,2.0,3.0,
2016-02-24,27.28750038,27.71349907,26.65749931,27.70199966,124634000,,6.0,4.0,4.0,,7.0,7.0
2016-02-25,27.77599907,27.96949959,27.26449966,27.75749969,90510000,12.0,12.0,12.0,,12.0,12.0,12.0
2016-02-26,28.00600052,28.125,27.65850067,27.7614994,97540000,8.0,8.0,,6.0,6.0,6.0,6.0
2016-02-29,27.70000076,28.2404995,27.62549973,27.62599945,82908000,,,4.0,4.0,,8.0,
2016-03-01,27.81450081,28.96249962,27.79999924,28.95199966,100770000,4.0,12.0,12.0,4.0,18.0,14.0,
2016-03-02,29.08749962,29.25,28.68499947,29.01049995,91644000,6.0,6.0,3.0,8.0,7.0,,
2016-03-03,28.89800072,28.99349976,28.65550041,28.87450027,54826000,4.0,4.0,4.0,4.0,,6.0,
2016-03-04,29.05349922,29.06999969,28.55349922,28.75699997,68330000,3.0,4.0,3.0,6.0,8.0,3.0,3.0
2016-03-07,28.67700005,28.68149948,27.77750015,28.13999939,98538000,2.0,2.0,6.0,4.0,2.0,4.0,
2016-03-08,27.89349937,28.56749916,27.73699951,28.01300049,94600000,,4.0,4.0,3.0,3.0,3.0,3.0
2016-03-09,27.97800064,28.01749992,27.50650024,27.9734993,87546000,,12.0,6.0,,6.0,6.0,6.0
2016-03-10,28.33699989,28.35000038,27.39500046,27.94650078,78398000,12.0,12.0,,6.0,6.0,6.0,6.0
2016-03-11,28.34749985,28.50300026,28.1364994,28.48049927,75426000,16.0,,4.0,4.0,4.0,4.0,
2016-03-14,28.35000038,28.84449959,28.15250015,28.6685009,69084000,,,,12.0,12.0,,24.0
2016-03-15,28.54999924,29.07600021,28.35000038,28.85099983,77536000,,,15.0,15.0,8.0,18.0,20.0
2016-03-16,28.83200073,29.06599998,28.55699921,28.71349907,70754000,,8.0,8.0,6.0,8.0,14.0,
2016-03-17,28.47550011,28.56999969,27.75049973,27.97200012,118562000,1.0,1.0,2.0,3.0,2.0,1.0,
2016-03-18,28.04700089,28.11650085,27.30450058,27.60400009,145938000,,1.0,2.0,3.0,2.0,1.0,1.0
2016-03-21,27.44549942,27.76199913,26.92900085,27.6989994,103114000,,3.0,6.0,3.0,2.0,2.0,2.0
2016-03-22,27.25550079,28.13800049,27.25250053,28.02400017,80012000,,12.0,,3.0,3.0,3.0,3.0
2016-03-23,28.04999924,28.62400055,27.90500069,28.48150063,79674000,16.0,,4.0,4.0,4.0,4.0,
2016-03-24,28.35549927,29.17749977,28.35400009,29.14749908,103710000,,,,,,,
2016-03-28,29.21999931,29.23749924,28.77799988,28.99349976,62430000,,,,,,,
2016-03-29,29.00749969,29.79249954,28.82500076,29.69300079,87852000,6.0,6.0,6.0,6.0,,12.0,12.0
2016-03-30,29.83550072,30.16200066,29.75,29.93449974,77810000,6.0,6.0,6.0,,6.0,12.0,
2016-03-31,29.9640007,30.03750038,29.61050034,29.68199921,53636000,3.0,3.0,3.0,3.0,4.0,4.0,
2016-04-01,29.52449989,29.95149994,29.41500092,29.92499924,58348000,,4.0,2.0,4.0,6.0,2.0,2.0
2016-04-04,29.95000076,29.97500038,29.52750015,29.65950012,49416000,2.0,2.0,6.0,4.0,2.0,4.0,
2016-04-05,29.53849983,29.67350006,29.26250076,29.30699921,46178000,,3.0,2.0,2.0,2.0,3.0,
2016-04-06,29.37599945,30.11949921,29.375,30.10400009,56998000,,9.0,5.0,3.0,8.0,6.0,3.0
2016-04-07,29.93799973,29.97999954,29.45400047,29.57150078,63780000,6.0,6.0,3.0,6.0,5.0,4.0,
2016-04-08,29.7159996,29.89299965,29.45000076,29.72999954,51838000,,6.0,4.0,4.0,,5.0,5.0
2016-04-11,29.80699921,30.20000076,29.74550056,29.79649925,54086000,5.0,8.0,5.0,,5.0,8.0,5.0
2016-04-12,29.92000008,30.20299911,29.6154995,30.15850067,52822000,10.0,10.0,,8.0,6.0,8.0,6.0
2016-04-13,30.38400078,30.84049988,30.26449966,30.74099922,84566000,,,9.0,,9.0,,
2016-04-14,30.75349998,31.21899986,30.75349998,31.03750038,70242000,,12.0,8.0,18.0,8.0,,22.0
2016-04-15,31.09600067,31.33849907,30.90550041,31.29450035,57754000,6.0,6.0,10.0,6.0,,16.0,
2016-04-18,31.26749992,31.88199997,31.24799919,31.76749992,87218000,9.0,10.0,10.0,4.0,14.0,7.0,12.0
2016-04-19,31.85700035,31.90049934,31.04000092,31.39500046,81118000,5.0,5.0,3.0,4.0,3.0,6.0,
2016-04-20,31.5,31.82749939,31.14999962,31.64949989,52188000,,6.0,4.0,4.0,,5.0,5.0
2016-04-21,31.54999924,31.89100075,31.42499924,31.54999924,51926000,4.0,6.0,4.0,,4.0,8.0,
2016-04-22,31.2234993,31.41250038,30.57799911,31.02499962,101678000,3.0,3.0,3.0,3.0,4.0,4.0,
2016-04-25,30.83049965,31.34900093,30.8125,31.30999947,53658000,,4.0,2.0,4.0,6.0,2.0,2.0
2016-04-26,31.30850029,31.33749962,30.74399948,30.84399986,50428000,2.0,2.0,6.0,4.0,2.0,4.0,
2016-04-27,30.59000015,30.79750061,30.06399918,30.32850075,81376000,,3.0,2.0,2.0,2.0,3.0,
2016-04-28,30.77700043,31.34000015,29.95999908,30.10000038,157452000,,8.0,4.0,3.0,6.0,3.0,6.0
2016-04-29,33.29999924,33.49900055,32.70000076,32.97949982,206214000,16.0,16.0,8.0,12.0,16.0,12.0,
2016-05-02,33.19599915,34.27500153,33.10150146,34.19250107,131570000,18.0,8.0,8.0,18.0,15.0,,15.0
2016-05-03,33.86800003,34.01499939,33.52149963,33.56600189,98468000,6.0,,12.0,9.0,,15.0,
2016-05-04,33.12950134,33.70000076,33.10699844,33.54499817,92710000,6.0,6.0,6.0,6.0,12.0,6.0,6.0
2016-05-05,33.66550064,33.82450104,32.79999924,32.95449829,97682000,2.0,2.0,6.0,4.0,2.0,4.0,
2016-05-06,32.80250168,33.84749985,32.80049896,33.69749832,87306000,,8.0,3.0,4.0,3.0,5.0,3.0
2016-05-09,33.69749832,34.34899902,33.57049942,33.98749924,79644000,,4.0,3.0,,10.0,,3.0
2016-05-10,34.70000076,35.22750092,34.67499924,35.1534996,122112000,4.0,4.0,,16.0,,4.0,4.0
2016-05-11,35.28950119,35.95000076,35.08250046,35.66149902,146764000,4.0,,13.0,8.0,9.0,4.0,16.0
2016-05-12,35.86899948,36.12250137,35.57550049,35.89649963,100964000,,7.0,6.0,6.0,3.0,12.0,
