Date,Open,High,Low,Close,Volume,Ci1,Ci2,Ci3,Ci4,Ci5,Ci6,Ci7
2020-11-16,154.6600037,157.1349945,153.6345062,156.5529938,76174000,,15.0,16.0,,16.0,15.0,12.0
2020-11-17,159.177002,159.4624939,156.7630005,156.7830048,68894000,12.0,10.0,,10.0,12.0,6.0,6.0
2020-11-18,156.6999969,157.0,155.2550049,155.272995,58336000,,,5.0,,2.0,3.0,
2020-11-19,155.2655029,156.25,154.0460052,155.8509979,60206000,6.0,6.0,6.0,6.0,4.0,8.0,8.0
2020-11-20,155.8509979,156.6445007,154.9024963,154.9700012,67488000,,6.0,3.0,,3.0,6.0,
2020-11-23,155.8350067,156.9875031,153.272995,154.9194946,94178000,6.0,6.0,4.0,5.0,6.0,5.0,6.0
2020-11-24,155.0249939,156.7124939,154.3130035,155.9029999,72042000,,8.0,8.0,,10.0,3.0,3.0
2020-11-25,157.0935059,159.8999939,157.0130005,159.2534943,75808000,12.0,22.0,,18.0,8.0,8.0,
2020-11-27,160.5630035,160.809494,159.5025024,159.7669983,47858000,9.0,,3.0,3.0,3.0,,
2020-11-30,160.423996,161.4194946,156.2774963,158.4019928,81278000,3.0,3.0,3.0,3.0,,12.0,
2020-12-01,159.4250031,162.4474945,157.8589935,161.0039978,90740000,8.0,8.0,8.0,4.0,12.0,4.0,12.0
2020-12-02,161.0825043,161.6000061,158.6629944,160.1764984,62586000,5.0,5.0,3.0,4.0,3.0,6.0,
2020-12-03,160.272995,161.4320068,159.065506,159.3365021,57840000,,4.0,2.0,3.0,,5.0,
2020-12-04,159.9105072,159.9105072,157.9380035,158.1289978,58272000,2.0,2.0,2.0,3.0,4.0,3.0,
2020-12-07,157.8240051,159.0379944,157.0845032,157.8999939,55026000,5.0,5.0,9.0,6.0,6.0,5.0,6.0
2020-12-08,157.9450073,159.2064972,156.0010071,158.864502,65726000,,15.0,6.0,9.0,12.0,,
2020-12-09,158.3945007,158.7214966,154.3999939,155.2100067,82016000,10.0,6.0,6.0,10.0,,,
2020-12-10,154.4494934,157.1049957,153.8000031,155.0744934,60604000,8.0,6.0,8.0,6.0,,10.0,10.0
2020-12-11,154.8329926,155.9335022,153.6410065,155.8209991,61294000,12.0,12.0,12.0,,12.0,12.0,12.0
2020-12-14,157.1499939,159.5234985,156.3000031,157.8484955,83116000,12.0,12.0,,6.0,6.0,6.0,6.0
2020-12-15,159.0505066,159.4250031,156.5245056,158.2559967,66390000,,,3.0,3.0,3.0,,9.0
2020-12-16,158.8005066,162.3500061,158.1840057,162.0480042,88552000,,8.0,8.0,8.0,,24.0,
2020-12-17,162.5,163.1755066,161.0500031,161.8040009,69486000,3.0,3.0,3.0,,9.0,,
2020-12-18,162.1994934,162.470993,158.5800018,160.0825043,119914000,4.0,4.0,3.0,5.0,,8.0,
2020-12-21,160.0005035,161.3484955,158.3000031,160.3090057,76736000,3.0,4.0,3.0,6.0,8.0,3.0,3.0
2020-12-22,160.1419983,161.1000061,159.0039978,160.326004,47388000,3.0,3.0,8.0,6.0,3.0,4.0,3.0
2020-12-23,160.25,160.5065002,159.2084961,159.263504,41876000,,5.0,,3.0,2.0,4.0,
2020-12-24,159.6950073,160.1000061,158.4499969,158.6345062,29038000,,6.0,3.0,4.0,3.0,5.0,5.0
2020-12-28,159.6999969,165.1999969,158.6345062,164.197998,113736000,12.0,16.0,12.0,8.0,16.0,16.0,
2020-12-29,165.496994,167.5325012,164.0610046,166.1000061,97458000,16.0,12.0,8.0,16.0,16.0,,12.0
2020-12-30,167.0500031,167.1049957,164.1235046,164.2924957,64186000,8.0,,10.0,10.0,,12.0,
2020-12-31,163.75,164.1459961,162.0599976,162.8464966,59144000,6.0,6.0,6.0,6.0,12.0,6.0,6.0
2021-01-04,163.5,163.6000061,157.201004,159.3314972,88228000,2.0,2.0,6.0,4.0,2.0,4.0,
2021-01-05,158.3005066,161.1690063,158.253006,160.9255066,53110000,,8.0,3.0,4.0,3.0,5.0,3.0
2021-01-06,157.3240051,159.8755035,156.5579987,156.9190063,87896000,,3.0,2.0,,5.0,,
2021-01-07,157.8500061,160.427002,157.75,158.1080017,70290000,6.0,6.0,6.0,6.0,,8.0,8.0
2021-01-08,159.0,159.5319977,157.1100006,159.1349945,70754000,8.0,9.0,8.0,,9.0,12.0,6.0
2021-01-11,157.4004974,157.8190002,155.5,155.710495,73668000,6.0,6.0,,6.0,6.0,6.0,
2021-01-12,156.0,157.1069946,154.3000031,156.0415039,70292000,,6.0,3.0,4.0,3.0,5.0,5.0
2021-01-13,156.4219971,159.4974976,156.1040039,158.2944946,66424000,12.0,7.0,14.0,4.0,10.0,10.0,9.0
2021-01-14,158.3760071,158.8999939,156.0294952,156.3735046,61418000,,7.0,,2.0,2.0,3.0,
2021-01-15,156.151001,157.1275024,154.7584991,155.2124939,84880000,,6.0,4.0,4.0,,7.0,7.0
2021-01-19,155.3500061,157.25,154.8000031,156.0379944,66102000,12.0,12.0,12.0,,12.0,12.0,12.0
2021-01-20,159.0995026,163.9900055,158.75,163.1690063,106196000,12.0,12.0,,6.0,6.0,6.0,6.0
2021-01-21,164.6499939,167.4275055,164.4785004,165.3495026,98722000,,,3.0,3.0,3.0,,9.0
2021-01-22,165.2154999,166.0955048,164.1580048,164.611496,56438000,,6.0,6.0,6.0,,18.0,
2021-01-25,166.4250031,168.1945038,162.1575012,164.6999969,74996000,4.0,4.0,4.0,6.0,12.0,3.0,3.0
2021-01-26,164.8179932,166.8999939,164.1434937,166.3065033,59104000,3.0,3.0,12.0,6.0,4.0,4.0,4.0
2021-01-27,167.0744934,167.326004,160.3540039,161.6289978,93204000,,7.0,,2.0,2.0,3.0,
2021-01-28,161.7519989,165.0839996,161.434494,161.8809967,62984000,,6.0,4.0,4.0,,7.0,7.0
2021-01-29,161.5,161.8495026,159.2274933,160.3099976,85872000,8.0,8.0,8.0,,7.0,12.0,7.0
2021-02-01,162.1179962,167.5130005,161.7514954,167.1439972,83204000,10.0,10.0,,8.0,6.0,8.0,6.0
2021-02-02,169.0,171.3869934,168.0565033,169.0,141972000,,,6.0,6.0,10.0,,10.0
2021-02-03,171.2505035,171.6999969,165.4309998,165.6264954,141776000,,6.0,9.0,12.0,,15.0,
2021-02-04,166.5,167.3500061,163.8874969,166.5500031,73414000,6.0,6.0,5.0,6.0,9.0,5.0,5.0
2021-02-05,165.9499969,168.8500061,165.135498,167.6074982,72416000,3.0,3.0,12.0,6.0,4.0,4.0,4.0
2021-02-08,167.9250031,168.25,165.1999969,166.1470032,65148000,,7.0,,2.0,2.0,3.0,
2021-02-09,165.6244965,166.8999939,164.8919983,165.25,44070000,,6.0,4.0,4.0,,7.0,7.0
2021-02-10,165.6999969,165.8975067,162.6999969,164.3289948,63032000,8.0,8.0,8.0,,7.0,12.0,7.0
2021-02-11,164.6000061,164.6000061,162.4029999,163.1065063,46028000,5.0,5.0,,4.0,4.0,6.0,
2021-02-12,162.5,164.0124969,161.6654968,163.885498,46706000,,4.0,8.0,3.0,6.0,9.0,
2021-02-16,162.7024994,165.4149933,162.6795044,163.4474945,51494000,4.0,12.0,4.0,18.0,14.0,,12.0
2021-02-17,163.1799927,166.0455017,162.9750061,165.4320068,65950000,12.0,4.0,18.0,14.0,,12.0,4.0
2021-02-18,164.1210022,166.8999939,163.6970062,166.411499,60548000,8.0,8.0,20.0,,20.0,8.0,8.0
2021-02-19,166.411499,166.6750031,162.2875061,162.4949951,86104000,3.0,8.0,,9.0,6.0,4.0,
2021-02-22,160.4064941,161.6159973,158.6130066,159.0370026,70314000,5.0,6.0,5.0,6.0,4.0,6.0,6.0
2021-02-23,156.3515015,160.236496,154.6799927,159.7250061,93544000,12.0,4.0,12.0,4.0,8.0,8.0,8.0
2021-02-24,158.3374939,158.5614929,156.2689972,157.9765015,60226000,,8.0,,4.0,4.0,3.0,5.0
2021-02-25,156.8370056,158.9129944,152.3880005,152.8580017,90676000,,,4.0,4.0,,8.0,
2021-02-26,154.7599945,156.121994,151.8350067,154.6464996,85518000,4.0,12.0,12.0,4.0,12.0,8.0,12.0
2021-03-01,156.3945007,157.4779968,154.8995056,157.3070068,54582000,16.0,10.0,8.0,9.0,12.0,9.0,4.0
2021-03-02,157.1734924,158.1759949,154.3560028,154.7265015,51916000,,6.0,,6.0,,,
2021-03-03,154.0590057,155.3890076,149.75,150.25,79774000,6.0,3.0,6.0,3.0,,10.0,
2021-03-04,150.6000061,152.9064941,147.2714996,148.8784943,109632000,4.0,4.0,4.0,6.0,12.0,3.0,3.0
2021-03-05,150.25,150.4499969,144.0500031,150.022995,107772000,6.0,6.0,12.0,6.0,6.0,6.0,6.0
2021-03-08,150.75,153.2295074,147.565506,147.5975037,83700000,,8.0,,4.0,4.0,,
2021-03-09,150.8995056,154.5480042,150.2575073,153.1425018,80600000,14.0,4.0,9.0,9.0,,12.0,
2021-03-10,154.9225006,155.822998,151.5025024,152.8820038,60250000,4.0,6.0,6.0,4.0,11.0,,11.0
2021-03-11,155.2005005,156.5890045,154.1464996,155.6795044,55528000,6.0,8.0,9.0,8.0,,9.0,12.0
2021-03-12,153.75,154.9490051,152.2749939,154.4745026,48438000,4.0,6.0,4.0,,4.0,8.0,
2021-03-15,153.7285004,154.1119995,151.6045074,154.0839996,58272000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2021-03-16,155.2485046,156.4454956,153.7929993,154.5930023,50776000,,12.0,6.0,,6.0,6.0,6.0
2021-03-17,153.6609955,158.6524963,153.5110016,156.786499,62372000,12.0,12.0,,6.0,6.0,6.0,6.0
2021-03-18,155.0500031,155.8314972,151.25,151.3995056,72992000,,,,,,,
2021-03-19,151.4615021,153.864502,150.8314972,153.7480011,92508000,6.0,6.0,6.0,6.0,,12.0,12.0
2021-03-22,153.3925018,156.3289948,153.0025024,155.5435028,58044000,8.0,8.0,8.0,,7.0,12.0,7.0
2021-03-23,156.3500061,159.1000061,156.0424957,156.875,76346000,6.0,6.0,,5.0,6.0,6.0,5.0
2021-03-24,157.552002,158.0155029,154.2575073,154.3535004,59180000,,,4.0,4.0,2.0,6.0,
2021-03-25,153.6495056,155.4889984,151.8569946,152.3130035,71270000,6.0,5.0,6.0,6.0,9.0,5.0,5.0
2021-03-26,152.2030029,152.8329926,149.8000031,152.6015015,66258000,,3.0,6.0,3.0,2.0,2.0,2.0
2021-03-29,152.7720032,154.5625,151.4225006,153.786499,54920000,,12.0,,3.0,3.0,3.0,3.0
2021-03-30,153.5005035,153.6499939,151.6999969,152.7644958,46752000,,,,,,,
2021-03-31,153.2030029,155.966507,153.125,154.7039948,61878000,4.0,4.0,12.0,12.0,,14.0,18.0
2021-04-01,155.8970032,158.121994,155.7774963,158.0500031,58806000,8.0,15.0,15.0,,20.0,18.0,
2021-04-05,158.6499939,161.7980042,158.0619965,161.3365021,66698000,15.0,15.0,,18.0,20.0,,8.0
2021-04-06,161.1875,162.3654938,160.852005,161.1909943,50756000,10.0,,6.0,12.0,,8.0,
2021-04-07,161.6900024,165.1804962,161.1824951,163.9694977,66924000,6.0,6.0,8.0,6.0,8.0,9.0,9.0
2021-04-08,165.5449982,166.2250061,164.6000061,164.9649963,56242000,6.0,3.0,6.0,3.0,4.0,8.0,
2021-04-09,165.2350006,168.6100006,164.4450073,168.6100006,86830000,,6.0,3.0,4.0,3.0,4.0,4.0
2021-04-12,167.760498,169.7519989,167.5574951,168.9694977,65636000,,3.0,4.0,,4.0,3.0,
2021-04-13,170.0424957,171.6000061,169.7814941,170.0,66316000,6.0,5.0,6.0,5.0,4.0,6.0,6.0
2021-04-14,170.2019958,170.2064972,166.3000031,166.6499939,62904000,,6.0,3.0,,3.0,6.0,
2021-04-15,168.5500031,169.8500061,167.6000061,168.9544983,64672000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2021-04-16,169.0,170.3399963,167.7794952,169.9720001,63720000,,8.0,4.0,,4.0,6.0,4.0
2021-04-19,169.5164948,171.7964935,168.0079956,168.6004944,54508000,5.0,5.0,,4.0,4.0,6.0,
2021-04-20,168.6799927,169.1495056,165.8000031,166.7344971,52460000,,3.0,2.0,2.0,2.0,5.0,
2021-04-21,165.8000031,168.1430054,165.190506,168.1009979,44224000,8.0,3.0,8.0,6.0,8.0,3.0,8.0
2021-04-22,168.5839996,168.6434937,165.0724945,165.4519958,51612000,,5.0,2.0,2.0,2.0,3.0,
2021-04-23,165.9550018,168.75,165.4250031,167.0440063,63856000,,6.0,6.0,6.0,,6.0,6.0
2021-04-26,167.3999939,171.4225006,166.5469971,170.4499969,97614000,9.0,15.0,12.0,,14.0,12.0,4.0
2021-04-27,172.1734924,173.0,169.9004974,170.8715057,76542000,12.0,9.0,4.0,10.0,10.0,4.0,9.0
2021-04-28,171.7400055,174.4940033,171.25,172.9250031,92638000,,4.0,6.0,6.0,,8.0,8.0
2021-04-29,175.2550049,175.7225037,171.75,173.565506,153648000,3.0,8.0,8.0,,7.0,12.0,
2021-04-30,176.2559967,177.6999969,173.125,173.3710022,140186000,3.0,3.0,3.0,3.0,4.0,4.0,
2021-05-03,174.236496,174.3325043,168.6349945,169.3244934,117510000,,2.0,1.0,2.0,3.0,2.0,
2021-05-04,167.809494,168.3990021,163.6065063,165.5935059,108788000,1.0,1.0,4.0,4.0,4.0,1.0,1.0
2021-05-05,166.9429932,167.7350006,163.2180023,163.5269928,74226000,,3.0,6.0,3.0,2.0,2.0,2.0
2021-05-06,163.5,165.7200012,162.3600006,165.3184967,88954000,,12.0,,3.0,3.0,3.0,3.0
2021-05-07,165.9544983,166.5444946,164.4535065,164.5805054,94206000,,,,6.0,6.0,,12.0
2021-05-10,164.1159973,164.1499939,159.5,159.5245056,116772000,,,9.0,9.0,,18.0,
2021-05-11,156.8139954,161.8999939,156.3684998,161.1954956,92396000,6.0,6.0,6.0,6.0,12.0,6.0,6.0
2021-05-12,159.25,160.3970032,156.6549988,157.5970001,98728000,2.0,2.0,6.0,4.0,2.0,4.0,
2021-05-13,159.2734985,160.1920013,156.6499939,158.0735016,67018000,,6.0,3.0,4.0,3.0,4.0,4.0
2021-05-14,159.2779999,161.4429932,159.1499939,161.1450043,66500000,10.0,8.0,10.0,4.0,12.0,6.0,4.0
2021-05-17,162.2964935,164.6374969,161.7295074,163.5195007,74478000,12.0,13.0,,15.0,12.0,4.0,12.0
2021-05-18,164.6289978,165.6000061,161.5184937,161.6139984,56568000,,,,6.0,,6.0,
2021-05-19,159.75,161.7375031,159.1999969,161.5899963,53594000,6.0,6.0,8.0,6.0,8.0,9.0,9.0
2021-05-20,162.2200012,162.9839935,161.8090057,162.3840027,52664000,12.0,4.0,12.0,4.0,8.0,8.0,8.0
2021-05-21,162.5,162.8345032,159.8504944,160.154007,82098000,,7.0,,2.0,2.0,3.0,
2021-05-24,160.7749939,162.8975067,160.5249939,162.2494965,48456000,,4.0,6.0,6.0,,8.0,8.0
2021-05-25,163.3334961,163.9909973,160.6880035,162.9524994,65222000,4.0,12.0,12.0,,10.0,12.0,10.0
2021-05-26,163.7295074,164.786499,162.9255066,163.2579956,47680000,6.0,6.0,,5.0,6.0,6.0,5.0
2021-05-27,162.8000031,163.0180054,161.5019989,161.5054932,51224000,,,4.0,4.0,2.0,6.0,
2021-05-28,162.1000061,162.3995056,160.9850006,161.1535034,46596000,6.0,5.0,6.0,6.0,9.0,5.0,5.0
2021-06-01,162.1750031,162.548996,160.4530029,160.9324951,48600000,,3.0,6.0,3.0,2.0,2.0,2.0
2021-06-02,161.1549988,161.75,160.3999939,161.6994934,40290000,,12.0,,3.0,3.0,3.0,3.0
2021-06-03,160.2115021,160.7220001,159.2015076,159.3504944,47966000,,,,,,,
2021-06-04,160.6000061,161.0500031,159.940506,160.3110046,44994000,6.0,6.0,6.0,6.0,,12.0,12.0
2021-06-07,159.8665009,160.3999939,158.6100006,159.9004974,44316000,8.0,8.0,8.0,,7.0,12.0,7.0
2021-06-08,161.1304932,163.9765015,160.9004974,163.2055054,68334000,14.0,11.0,,10.0,9.0,10.0,4.0
2021-06-09,163.6434937,164.8789978,163.5350037,164.0574951,49110000,,,6.0,3.0,6.0,,7.0
2021-06-10,164.1004944,167.5500031,164.0574951,167.4824982,69530000,,12.0,8.0,18.0,,18.0,8.0
2021-06-11,167.4824982,168.3289948,166.6725006,167.341507,56348000,4.0,3.0,7.0,,6.0,4.0,
2021-06-14,167.341507,169.25,166.7749939,169.1934967,51394000,6.0,5.0,6.0,5.0,4.0,6.0,6.0
2021-06-15,169.1999969,169.8495026,168.1555023,169.1564941,48524000,,6.0,3.0,,3.0,6.0,
2021-06-16,169.6000061,171.3175049,168.0265045,170.7624969,84056000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2021-06-17,170.1589966,174.8600006,170.0500031,174.4620056,102730000,,12.0,7.0,,8.0,8.0,3.0
2021-06-18,173.9994965,175.3500061,173.6855011,174.3450012,104954000,8.0,8.0,,6.0,6.0,4.0,
2021-06-21,173.8209991,174.1000061,171.6999969,172.697998,65542000,,3.0,2.0,2.0,,7.0,
2021-06-22,172.9029999,176.1889954,172.8045044,175.2720032,66902000,8.0,8.0,8.0,4.0,12.0,4.0,12.0
2021-06-23,175.25,176.0500031,174.1600037,175.1909943,56266000,5.0,5.0,3.0,4.0,3.0,6.0,
2021-06-24,175.3820038,176.2429962,171.5424957,172.4539948,76640000,,4.0,2.0,3.0,,5.0,
2021-06-25,173.1999969,173.2409973,169.7089996,170.072998,78820000,3.0,4.0,3.0,6.0,8.0,3.0,3.0
2021-06-28,170.8000031,172.3999939,170.6755066,172.1945038,44856000,3.0,3.0,12.0,6.0,4.0,4.0,4.0
2021-06-29,171.9409943,172.8014984,171.1515045,172.4069977,41968000,,10.0,,3.0,6.0,3.0,6.0
2021-06-30,172.0529938,173.5800018,171.75,172.0079956,48080000,,,3.0,8.0,3.0,6.0,8.0
2021-07-01,171.7304993,172.8500061,170.470993,171.6484985,40742000,,12.0,16.0,12.0,8.0,16.0,16.0
2021-07-02,172.5820007,175.5859985,171.845993,175.548996,63388000,12.0,8.0,12.0,4.0,12.0,12.0,4.0
2021-07-06,176.5054932,184.2740021,176.4499969,183.7870026,134896000,14.0,18.0,4.0,12.0,12.0,4.0,
2021-07-07,185.8690033,186.7100067,183.9454956,184.8289948,106562000,12.0,,6.0,6.0,,,
2021-07-08,182.1779938,187.9994965,181.0559998,186.5704956,103612000,6.0,6.0,6.0,6.0,,12.0,12.0
2021-07-09,186.1260071,187.3999939,184.6699982,185.9669952,74964000,6.0,6.0,6.0,,6.0,12.0,
2021-07-12,187.1999969,187.864502,184.8394928,185.9275055,51432000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2021-07-13,185.1049957,188.654007,183.5659943,183.8679962,76918000,,6.0,3.0,,3.0,6.0,
2021-07-14,185.4425049,185.8829956,183.0415039,184.0839996,65932000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2021-07-15,184.7100067,184.7700043,181.0460052,181.5599976,63706000,,6.0,3.0,,3.0,6.0,
2021-07-16,181.6654968,182.3029938,178.522995,178.6815033,80874000,3.0,3.0,3.0,3.0,4.0,4.0,
2021-07-19,176.6289978,177.510498,174.9579926,177.4795074,75692000,,8.0,4.0,3.0,6.0,3.0,6.0
2021-07-20,178.3659973,179.6000061,175.8999939,178.6595001,65114000,9.0,9.0,8.0,6.0,8.0,6.0,6.0
2021-07-21,178.8190002,179.3224945,177.1820068,179.2599945,46380000,,12.0,,12.0,9.0,,9.0
2021-07-22,179.361496,182.0010071,179.1134949,181.9015045,65308000,16.0,,16.0,16.0,,16.0,
2021-07-23,182.0,183.3054962,181.102005,182.8320007,48726000,,,15.0,8.0,15.0,,20.0
2021-07-26,183.658493,185.6040039,182.3625031,184.9909973,58002000,,12.0,15.0,16.0,,16.0,15.0
2021-07-27,184.9250031,184.9250031,179.3074951,181.3195038,82638000,4.0,8.0,6.0,,5.0,9.0,
2021-07-28,181.6889954,182.9210052,180.0500031,181.5160065,59988000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2021-07-29,181.3874969,181.8975067,179.0005035,179.9960022,110400000,,8.0,4.0,,4.0,6.0,4.0
2021-07-30,167.3975067,168.4069977,165.348999,166.3795013,199312000,5.0,5.0,,4.0,4.0,6.0,
2021-08-02,167.6549988,167.9459991,165.8500061,166.5740051,67078000,,6.0,3.0,4.0,3.0,5.0,5.0
2021-08-03,167.0359955,169.5500031,164.9884949,168.3119965,83146000,12.0,4.0,12.0,4.0,8.0,8.0,8.0
2021-08-04,168.9674988,169.4440002,167.2779999,167.7359924,43678000,,8.0,,4.0,4.0,3.0,5.0
2021-08-05,167.8110046,169.4499969,167.0460052,168.7994995,48670000,,,8.0,8.0,,8.0,8.0
2021-08-06,168.75,168.75,166.4519958,167.246994,52752000,,12.0,12.0,4.0,10.0,12.0,10.0
2021-08-09,167.1804962,167.7440033,166.4259949,167.0935059,42964000,4.0,4.0,6.0,4.0,6.0,4.0,4.0
2021-08-10,167.2505035,167.8999939,165.75,166.0339966,48252000,,6.0,3.0,,3.0,6.0,
2021-08-11,166.5724945,166.8849945,163.8894958,164.6054993,58944000,3.0,3.0,3.0,3.0,4.0,4.0,
2021-08-12,164.5,165.7254944,163.4835052,165.1750031,46282000,,9.0,5.0,3.0,8.0,6.0,3.0
2021-08-13,165.283493,165.3034973,164.1499939,164.6985016,41134000,9.0,8.0,4.0,12.0,9.0,4.0,8.0
2021-08-16,164.1499939,165.0,160.5565033,164.9494934,66394000,,4.0,6.0,9.0,,8.0,3.0
2021-08-17,163.875,164.0245056,161.2839966,162.0980072,67758000,3.0,6.0,9.0,,8.0,4.0,
2021-08-18,162.0995026,162.7050018,160.0,160.0610046,56086000,6.0,5.0,6.0,5.0,4.0,6.0,6.0
2021-08-19,159.701004,161.6499939,159.1230011,159.3874969,75658000,,12.0,6.0,,6.0,6.0,6.0
2021-08-20,160.1934967,160.3905029,158.7879944,159.9974976,67168000,12.0,12.0,,6.0,6.0,6.0,6.0
2021-08-23,160.5950012,164.0449982,160.5005035,163.2935028,65362000,,,,,,,
2021-08-24,164.0,165.7745056,163.7290039,165.2890015,51036000,,,,,16.0,,16.0
2021-08-25,165.4934998,166.0500031,164.3074951,164.9589996,33606000,,,,12.0,,12.0,
2021-08-26,164.9499969,166.6000061,164.8000031,165.8000031,41976000,6.0,6.0,8.0,6.0,8.0,9.0,9.0
2021-08-27,166.661499,167.6159973,165.6875,167.4815063,48048000,12.0,4.0,12.0,4.0,8.0,8.0,8.0
2021-08-30,167.8715057,172.25,167.7610016,171.0785065,63844000,,12.0,,3.0,3.0,3.0,3.0
2021-08-31,171.2400055,173.6289978,169.7794952,173.539505,87128000,,,,6.0,6.0,,12.0
2021-09-01,174.8200073,176.3500061,173.7619934,173.9499969,72598000,,,9.0,9.0,,18.0,
2021-09-02,174.7380066,175.5980072,172.75,173.1560059,58474000,3.0,4.0,4.0,3.0,8.0,6.0,
2021-09-03,172.6000061,174.1334991,171.8220062,173.9024963,51514000,1.0,1.0,4.0,4.0,4.0,1.0,1.0
2021-09-07,173.8999939,176.4044952,173.8470001,175.4644928,54758000,,6.0,8.0,3.0,4.0,4.0,3.0
2021-09-08,175.5825043,177.2814941,174.783493,176.2749939,61068000,,12.0,,10.0,10.0,,8.0
2021-09-09,176.3009949,177.4994965,174.0184937,174.2079926,54384000,8.0,,10.0,10.0,,12.0,
2021-09-10,175.091507,175.4225006,173.1454926,173.4575043,47946000,6.0,6.0,6.0,6.0,12.0,6.0,6.0
2021-09-13,174.1399994,174.897995,171.8999939,172.8585052,51380000,3.0,3.0,12.0,6.0,4.0,4.0,4.0
2021-09-14,173.7774963,174.3404999,171.885498,172.5,38738000,,12.0,,3.0,3.0,3.0,3.0
2021-09-15,172.1260071,174.2709961,170.1004944,173.789505,59150000,,,,,,,
2021-09-16,172.9980011,174.6275024,172.3070068,174.4120026,51672000,,,,,16.0,,16.0
2021-09-17,174.4205017,174.8704987,172.6065063,173.1260071,92332000,,,,12.0,,12.0,
2021-09-20,169.8000031,170.9499969,165.2505035,167.786499,93382000,3.0,3.0,6.0,3.0,6.0,9.0,
2021-09-21,168.75,168.9850006,166.6195068,167.1815033,55618000,4.0,2.0,4.0,6.0,8.0,2.0,2.0
2021-09-22,167.5500031,169.4499969,167.0525055,169.0025024,48228000,,3.0,6.0,3.0,2.0,2.0,2.0
2021-09-23,169.0025024,171.447998,169.0025024,170.8000031,47588000,,16.0,,6.0,10.0,6.0,6.0
2021-09-24,170.1004944,171.4629974,169.6699982,171.276001,42324000,16.0,,12.0,16.0,12.0,8.0,16.0
2021-09-27,168.5749969,170.7785034,166.9804993,170.2899933,72690000,,6.0,10.0,6.0,6.0,16.0,
2021-09-28,167.885498,168.4595032,164.5050049,165.7980042,88616000,2.0,2.0,2.0,4.0,4.0,2.0,
2021-09-29,166.1054993,167.5650024,164.8934937,165.0559998,51246000,,1.0,2.0,3.0,2.0,1.0,1.0
2021-09-30,165.8000031,166.3925018,163.6994934,164.2519989,56848000,,3.0,4.0,3.0,2.0,2.0,2.0
2021-10-01,164.4505005,165.4584961,162.7969971,164.1629944,56712000,,10.0,,6.0,3.0,6.0,3.0
2021-10-04,163.9694977,163.9994965,158.8125,159.4889984,90462000,,,4.0,,4.0,,
2021-10-05,160.2250061,163.036499,160.1230011,161.0500031,65384000,6.0,8.0,6.0,8.0,,10.0,10.0
2021-10-06,160.6764984,163.2169952,159.9309998,163.1004944,50660000,10.0,12.0,10.0,,12.0,12.0,4.0
2021-10-07,164.5769958,166.2875061,164.1529999,165.1215057,48182000,15.0,18.0,,15.0,18.0,8.0,8.0
2021-10-08,165.8500061,166.0715027,164.4100037,164.4309998,39964000,8.0,,3.0,10.0,3.0,8.0,
2021-10-11,163.75,164.6295013,161.9049988,162.3150024,40684000,3.0,3.0,6.0,3.0,6.0,9.0,
2021-10-12,162.8500061,163.3764954,161.8139954,162.3665009,36392000,4.0,2.0,4.0,6.0,8.0,2.0,2.0
2021-10-13,163.4855042,164.4190063,163.0545044,164.2140045,48402000,,6.0,8.0,3.0,4.0,4.0,3.0
2021-10-14,165.1224976,165.6300049,164.5390015,164.9929962,42190000,,12.0,,10.0,10.0,,8.0
2021-10-15,165.5709991,170.5209961,165.1999969,170.451004,103598000,18.0,,18.0,18.0,,18.0,
2021-10-18,169.4179993,172.4584961,169.2550049,172.3370056,63482000,,9.0,9.0,4.0,14.0,,12.0
2021-10-19,171.7144928,172.7344971,171.1000061,172.2075043,47722000,4.0,4.0,3.0,5.0,,8.0,
2021-10-20,172.6329956,173.1430054,170.0184937,170.753006,42796000,2.0,2.0,2.0,3.0,4.0,3.0,
2021-10-21,170.7124939,172.0140076,170.1499939,171.7505035,37628000,1.0,1.0,4.0,4.0,4.0,1.0,1.0
2021-10-22,171.0500031,171.4920044,166.5650024,166.7774963,62782000,,2.0,3.0,2.0,1.0,2.0,
2021-10-25,166.75,167.3899994,164.8849945,166.0184937,44520000,,4.0,4.0,3.0,3.0,3.0,3.0
2021-10-26,167.4754944,170.8059998,167.1990051,168.8034973,53966000,,12.0,6.0,,6.0,6.0,6.0
2021-10-27,169.3999939,171.8500061,168.5724945,169.6244965,54044000,8.0,8.0,,6.0,6.0,6.0,6.0
2021-10-28,170.1049957,173.9499969,169.3000031,172.3285065,114174000,,,6.0,10.0,,10.0,6.0
2021-10-29,165.0010071,168.7409973,163.6660004,168.6215057,129722000,,6.0,12.0,,10.0,8.0,
2021-11-01,168.0899963,168.7929993,164.6009979,165.9055023,72178000,6.0,5.0,6.0,5.0,4.0,6.0,6.0
2021-11-02,165.7505035,166.5559998,164.1775055,165.6374969,52552000,,12.0,6.0,,6.0,6.0,6.0
2021-11-03,165.4499969,169.7460022,164.8760071,169.1999969,67944000,12.0,12.0,,6.0,6.0,6.0,6.0
